Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
ORD-2022-02263,2022-04-16,2022-04-19,First Class,CUS-3466,Karen Sanchez N,Corporate,Stamford,Connecticut,East,Technology,Phones,iPhone Pro,1377.36,2,0.1,311.65
ORD-2023-02264,2023-08-17,2023-08-22,Standard Class,CUS-8832,Matthew Taylor C,Home Office,Madison,Wisconsin,Central,Office Supplies,Fasteners,Binder Clips,53.59,2,0.15,15.78
ORD-2023-02265,2023-08-17,2023-08-24,Standard Class,CUS-8853,Matthew Hill J,Corporate,Rochester,New York,East,Office Supplies,Binders,Presentation Binder,217.55,4,0.15,1.82
ORD-2023-02266,2023-04-14,2023-04-19,Standard Class,CUS-4697,Steven Miller T,Consumer,Tampa,Florida,South,Office Supplies,Binders,Report Cover,327.76,1,0.1,65.73
ORD-2022-02267,2022-05-05,2022-05-12,Standard Class,CUS-0004,Matthew Harris,Consumer,Memphis,Tennessee,South,Office Supplies,Binders,Report Cover,30.43,1,0.0,-9.01
ORD-2023-02268,2023-11-22,2023-11-28,Standard Class,CUS-1209,Charles Brown P,Corporate,Durham,North Carolina,South,Furniture,Tables,Standing Desk,642.15,2,0.3,-56.82
ORD-2022-02269,2022-03-27,2022-04-03,Standard Class,CUS-5654,David Rodriguez H,Home Office,Memphis,Tennessee,South,Technology,Accessories,Wireless Mouse,273.91,3,0.0,62.9
ORD-2022-02270,2022-09-04,2022-09-10,Standard Class,CUS-2673,Thomas Taylor,Consumer,Rockville,Maryland,East,Technology,Phones,Desk Phone,480.14,2,0.0,112.03
ORD-2023-02271,2023-08-27,2023-08-30,First Class,CUS-5374,Betty Sanchez,Corporate,Durham,North Carolina,South,Technology,Phones,Google Pixel,676.84,1,0.0,110.0
ORD-2022-02272,2022-02-26,2022-03-03,Standard Class,CUS-7828,Margaret Lopez Q,Corporate,Indianapolis,Indiana,Central,Furniture,Bookcases,5-Shelf Bookcase,207.22,2,0.1,-10.72
ORD-2022-02273,2022-01-20,2022-01-20,Same Day,CUS-4832,Charles Wilson U,Consumer,San Jose,California,West,Technology,Copiers,Ricoh Copier,238.79,5,0.0,30.06
ORD-2022-02274,2022-01-10,2022-01-15,Standard Class,CUS-4531,Paul Moore N,Corporate,Colorado Springs,Colorado,West,Furniture,Chairs,Ergonomic Mesh Chair,314.48,2,0.15,59.91
ORD-2022-02275,2022-07-03,2022-07-09,Standard Class,CUS-0504,Dorothy Smith Y,Consumer,Indianapolis,Indiana,Central,Office Supplies,Storage,Desk Organizer,52.9,2,0.0,26.93
ORD-2022-02276,2022-11-08,2022-11-15,Standard Class,CUS-3158,Dorothy King,Consumer,New Orleans,Louisiana,South,Furniture,Furnishings,Picture Frame,208.6,1,0.1,70.35
ORD-2023-02277,2023-09-16,2023-09-22,Standard Class,CUS-8127,Jessica Thomas,Home Office,Worcester,Massachusetts,East,Furniture,Chairs,Ergonomic Mesh Chair,658.67,3,0.15,80.7
ORD-2022-02278,2022-03-08,2022-03-13,Standard Class,CUS-6225,Joseph Jones R,Consumer,Las Vegas,Nevada,West,Furniture,Bookcases,Stackable Bookcase,122.06,4,0.1,50.29
ORD-2023-02279,2023-06-16,2023-06-22,Standard Class,CUS-4107,Joseph Anderson,Consumer,Dallas,Texas,Central,Furniture,Tables,Conference Table,651.83,1,0.1,81.75
ORD-2023-02280,2023-11-22,2023-11-29,Standard Class,CUS-8283,Andrew Torres,Home Office,Newark,New Jersey,East,Furniture,Chairs,Stacking Chair,719.94,4,0.0,97.95
ORD-2022-02281,2022-06-04,2022-06-11,Standard Class,CUS-4249,Linda Harris X,Consumer,Spokane,Washington,West,Office Supplies,Labels,Name Tags,31.74,11,0.0,-10.88
ORD-2023-02282,2023-12-25,2024-01-01,Standard Class,CUS-6227,Andrew Torres D,Corporate,San Antonio,Texas,Central,Technology,Phones,Samsung Galaxy Phone,387.46,7,0.0,86.16
ORD-2022-02283,2022-08-15,2022-08-22,Standard Class,CUS-7915,Elizabeth Martinez,Consumer,San Jose,California,West,Furniture,Bookcases,Corner Bookcase,994.28,5,0.1,224.87
ORD-2022-02284,2022-09-22,2022-09-27,Standard Class,CUS-6225,Joseph Jones R,Consumer,Jacksonville,Florida,South,Technology,Machines,All-in-One Printer,233.78,2,0.2,8.79
ORD-2022-02285,2022-08-24,2022-08-31,Standard Class,CUS-9656,Richard Miller G,Consumer,Los Angeles,California,West,Furniture,Bookcases,Stackable Bookcase,263.8,5,0.3,-2.71
ORD-2022-02286,2022-08-19,2022-08-25,Standard Class,CUS-2673,Thomas Taylor,Consumer,Saint Paul,Minnesota,Central,Furniture,Bookcases,Stackable Bookcase,553.56,2,0.1,168.93
ORD-2022-02287,2022-12-11,2022-12-14,Second Class,CUS-0056,Nancy Anderson C,Consumer,Detroit,Michigan,Central,Technology,Copiers,Sharp Copier,1246.85,3,0.15,16.63
ORD-2023-02288,2023-07-05,2023-07-07,First Class,CUS-4738,Sarah Robinson R,Home Office,Orlando,Florida,South,Office Supplies,Paper,Legal Pads,103.24,2,0.0,6.36
ORD-2022-02289,2022-12-04,2022-12-11,Standard Class,CUS-7508,Matthew Moore F,Corporate,Denver,Colorado,West,Technology,Phones,Wireless Headset,413.09,1,0.3,-34.28
ORD-2022-02290,2022-04-05,2022-04-10,Second Class,CUS-9659,Matthew Smith B,Home Office,New Orleans,Louisiana,South,Technology,Phones,Google Pixel,1599.1,4,0.2,142.73
ORD-2023-02291,2023-01-03,2023-01-10,Standard Class,CUS-2065,John Jones,Corporate,Augusta,Georgia,South,Office Supplies,Storage,File Cabinet,400.0,2,0.15,7.84
ORD-2023-02292,2023-08-07,2023-08-10,First Class,CUS-3376,Joseph Rodriguez C,Consumer,Ann Arbor,Michigan,Central,Technology,Phones,Wireless Headset,1121.46,1,0.0,377.47
ORD-2022-02293,2022-12-27,2023-01-01,Second Class,CUS-2673,Thomas Taylor,Consumer,Durham,North Carolina,South,Technology,Accessories,Keyboard,713.31,2,0.0,136.37
ORD-2023-02294,2023-11-16,2023-11-22,Standard Class,CUS-4765,Joshua Jones Q,Corporate,Newark,New Jersey,East,Technology,Phones,Desk Phone,348.99,1,0.2,72.66
ORD-2023-02295,2023-10-08,2023-10-15,Standard Class,CUS-1021,David Allen D,Consumer,Rochester,Minnesota,Central,Office Supplies,Art,Colored Pencils,84.46,3,0.2,1.92
ORD-2022-02296,2022-01-27,2022-02-03,Standard Class,CUS-4332,Margaret Ramirez,Consumer,San Jose,California,West,Office Supplies,Fasteners,Paper Clips,153.41,5,0.0,36.98
ORD-2022-02297,2022-04-12,2022-04-19,Standard Class,CUS-7159,Andrew Garcia E,Corporate,Allentown,Pennsylvania,East,Furniture,Tables,Corner Desk,534.56,1,0.1,104.07
ORD-2023-02298,2023-06-08,2023-06-14,Standard Class,CUS-0692,Nancy White,Corporate,San Antonio,Texas,Central,Technology,Accessories,USB Hub,1572.75,4,0.3,283.98
ORD-2022-02299,2022-02-06,2022-02-09,Second Class,CUS-5123,Joshua Williams U,Consumer,Huntsville,Alabama,South,Technology,Accessories,Keyboard,689.88,1,0.0,139.19
ORD-2022-02300,2022-03-19,2022-03-24,Standard Class,CUS-0563,Linda Davis,Consumer,Baton Rouge,Louisiana,South,Technology,Copiers,Ricoh Copier,123.19,3,0.1,37.78
ORD-2023-02301,2023-06-27,2023-06-27,Same Day,CUS-9828,Charles Jones D,Corporate,Cleveland,Ohio,Central,Technology,Copiers,Sharp Copier,1188.99,1,0.1,89.29
ORD-2023-02302,2023-04-10,2023-04-13,First Class,CUS-0972,Richard Jackson G,Consumer,Portland,Oregon,West,Technology,Phones,Samsung Galaxy Phone,230.64,2,0.0,56.46
ORD-2023-02303,2023-03-02,2023-03-06,Second Class,CUS-3894,Michael Brown U,Consumer,Baltimore,Maryland,East,Office Supplies,Labels,File Labels,74.29,12,0.0,13.64
ORD-2022-02304,2022-10-04,2022-10-11,Standard Class,CUS-3534,Susan Wilson,Consumer,Nashville,Tennessee,South,Technology,Machines,Desktop Computer,813.89,3,0.1,72.54
ORD-2023-02305,2023-05-26,2023-05-31,Standard Class,CUS-3803,Patricia Thomas D,Consumer,Rochester,New York,East,Furniture,Furnishings,Floor Mat,1500.0,3,0.1,128.66
ORD-2022-02306,2022-01-04,2022-01-07,Second Class,CUS-0205,Karen Martin,Home Office,Huntsville,Alabama,South,Technology,Phones,iPhone Pro,1600.0,6,0.0,276.31
ORD-2023-02307,2023-04-17,2023-04-24,Standard Class,CUS-5451,Steven Hill I,Consumer,New York City,New York,East,Office Supplies,Supplies,Scissors,205.13,2,0.15,-18.15
ORD-2023-02308,2023-05-27,2023-05-29,First Class,CUS-7110,Lisa Davis O,Consumer,Savannah,Georgia,South,Office Supplies,Labels,File Labels,109.04,1,0.0,50.13
ORD-2023-02309,2023-12-09,2023-12-16,Standard Class,CUS-5654,David Rodriguez H,Consumer,Tacoma,Washington,West,Furniture,Bookcases,5-Shelf Bookcase,762.57,5,0.0,179.75
ORD-2023-02310,2023-07-02,2023-07-06,Second Class,CUS-8849,Donna Flores,Consumer,Ann Arbor,Michigan,Central,Furniture,Chairs,Conference Chair,778.1,8,0.3,104.44
ORD-2023-02311,2023-10-25,2023-10-30,Standard Class,CUS-4738,Sarah Robinson R,Home Office,Savannah,Georgia,South,Furniture,Chairs,Stacking Chair,384.74,4,0.0,6.11
ORD-2023-02312,2023-11-04,2023-11-08,Second Class,CUS-4832,Charles Wilson U,Corporate,Jacksonville,Florida,South,Technology,Phones,Wireless Headset,2600.0,1,0.0,560.62
ORD-2023-02313,2023-05-04,2023-05-09,Standard Class,CUS-1764,Nancy Lewis O,Consumer,Colorado Springs,Colorado,West,Office Supplies,Paper,Legal Pads,151.76,11,0.0,19.8
ORD-2023-02314,2023-09-04,2023-09-11,Standard Class,CUS-8751,Jessica Moore A,Consumer,Annapolis,Maryland,East,Technology,Copiers,Xerox Machine,763.18,4,0.0,199.22
ORD-2022-02315,2022-03-03,2022-03-06,Second Class,CUS-3524,Daniel Wilson I,Consumer,Annapolis,Maryland,East,Furniture,Bookcases,5-Shelf Bookcase,521.3,1,0.0,60.44
ORD-2023-02316,2023-12-23,2023-12-30,Standard Class,CUS-4359,Joseph Williams Q,Consumer,Phoenix,Arizona,West,Office Supplies,Storage,Magazine Rack,229.96,1,0.0,81.51
ORD-2022-02317,2022-02-15,2022-02-20,Standard Class,CUS-4697,Steven Miller T,Corporate,Sacramento,California,West,Technology,Machines,Desktop Computer,802.16,10,0.3,146.53
ORD-2023-02318,2023-10-10,2023-10-13,Second Class,CUS-9219,Susan Sanchez Z,Consumer,Denver,Colorado,West,Technology,Phones,iPhone Pro,406.61,2,0.1,133.88
ORD-2023-02319,2023-05-09,2023-05-11,First Class,CUS-5726,William Clark X,Consumer,Dallas,Texas,Central,Technology,Phones,Wireless Headset,327.88,7,0.0,35.85
ORD-2022-02320,2022-04-04,2022-04-10,Standard Class,CUS-4765,Joshua Jones Q,Consumer,Spokane,Washington,West,Furniture,Bookcases,5-Shelf Bookcase,158.63,1,0.1,36.48
ORD-2023-02321,2023-02-21,2023-02-26,Standard Class,CUS-4416,Thomas Williams V,Corporate,Pittsburgh,Pennsylvania,East,Furniture,Bookcases,3-Shelf Bookcase,434.93,2,0.0,126.86
ORD-2022-02322,2022-05-25,2022-06-01,Standard Class,CUS-5168,Emily Walker L,Consumer,Henderson,Nevada,West,Technology,Copiers,Sharp Copier,955.71,7,0.1,16.42
ORD-2023-02323,2023-08-28,2023-09-02,Standard Class,CUS-0972,Richard Jackson G,Consumer,Stamford,Connecticut,East,Office Supplies,Storage,Desk Organizer,182.09,1,0.0,62.59
ORD-2023-02324,2023-02-01,2023-02-04,First Class,CUS-5523,Mary Garcia G,Corporate,Salem,Oregon,West,Furniture,Bookcases,Stackable Bookcase,1168.15,2,0.0,223.94
ORD-2022-02325,2022-10-06,2022-10-10,Second Class,CUS-1260,Robert Perez Y,Home Office,Mesa,Arizona,West,Office Supplies,Storage,Storage Box,163.39,1,0.3,9.07
ORD-2022-02326,2022-07-21,2022-07-28,Standard Class,CUS-7159,Andrew Garcia E,Home Office,Aurora,Colorado,West,Technology,Copiers,Canon Copier,875.06,7,0.1,62.48
ORD-2023-02327,2023-08-25,2023-08-27,First Class,CUS-6334,Daniel Thompson,Consumer,Trenton,New Jersey,East,Technology,Machines,Brother Inkjet Printer,213.99,4,0.0,60.03
ORD-2023-02328,2023-04-10,2023-04-13,First Class,CUS-7159,Andrew Garcia E,Consumer,Boston,Massachusetts,East,Office Supplies,Paper,Notebook,92.63,1,0.3,17.04
ORD-2023-02329,2023-10-10,2023-10-13,First Class,CUS-8398,Sarah Moore,Home Office,Salem,Oregon,West,Office Supplies,Fasteners,Rubber Bands,286.31,1,0.3,64.1
ORD-2023-02330,2023-02-20,2023-02-21,Same Day,CUS-0056,Nancy Anderson C,Corporate,Saint Paul,Minnesota,Central,Office Supplies,Storage,Storage Box,199.22,2,0.0,35.53
ORD-2022-02331,2022-12-02,2022-12-03,Same Day,CUS-7561,Ashley Walker Y,Home Office,Worcester,Massachusetts,East,Furniture,Furnishings,Wall Clock,393.04,2,0.0,19.14
ORD-2023-02332,2023-06-04,2023-06-06,First Class,CUS-6456,Jessica Sanchez R,Consumer,Savannah,Georgia,South,Office Supplies,Paper,Sticky Notes,119.22,1,0.2,17.84
ORD-2022-02333,2022-03-08,2022-03-13,Standard Class,CUS-5168,Emily Walker L,Consumer,Baton Rouge,Louisiana,South,Technology,Copiers,Canon Copier,121.74,7,0.0,27.01
ORD-2022-02334,2022-03-17,2022-03-23,Standard Class,CUS-5799,William Robinson M,Home Office,Arlington,Virginia,East,Technology,Accessories,Keyboard,308.13,2,0.1,99.27
ORD-2022-02335,2022-02-06,2022-02-13,Standard Class,CUS-6334,Daniel Thompson,Consumer,Fort Wayne,Indiana,Central,Furniture,Furnishings,Wall Clock,623.84,2,0.0,95.37
ORD-2022-02336,2022-09-17,2022-09-22,Standard Class,CUS-8832,Matthew Taylor C,Consumer,San Jose,California,West,Technology,Machines,Desktop Computer,811.97,1,0.3,-45.88
ORD-2022-02337,2022-12-14,2022-12-21,Standard Class,CUS-5374,Betty Sanchez,Consumer,Minneapolis,Minnesota,Central,Technology,Phones,Samsung Galaxy Phone,994.46,3,0.1,12.73
ORD-2022-02338,2022-08-02,2022-08-09,Standard Class,CUS-3894,Michael Brown U,Corporate,Detroit,Michigan,Central,Office Supplies,Supplies,Push Pins,131.38,1,0.0,21.93
ORD-2023-02339,2023-01-07,2023-01-09,First Class,CUS-5131,Christopher Flores Z,Consumer,Boston,Massachusetts,East,Technology,Machines,All-in-One Printer,412.32,4,0.1,21.96
ORD-2023-02340,2023-06-03,2023-06-08,Standard Class,CUS-4738,Sarah Robinson R,Consumer,Madison,Wisconsin,Central,Furniture,Chairs,Executive Office Chair,225.53,1,0.0,21.79
ORD-2023-02341,2023-10-10,2023-10-15,Standard Class,CUS-0694,Michael Thompson T,Corporate,Augusta,Georgia,South,Technology,Accessories,Cable Kit,1165.29,9,0.15,254.63
ORD-2023-02342,2023-03-22,2023-03-28,Standard Class,CUS-1566,William Robinson Q,Corporate,Jacksonville,Florida,South,Technology,Copiers,Sharp Copier,574.18,4,0.1,137.67
ORD-2023-02343,2023-08-22,2023-08-27,Standard Class,CUS-0504,Dorothy Smith Y,Home Office,Mesa,Arizona,West,Furniture,Tables,Corner Desk,566.99,3,0.0,35.71
ORD-2022-02344,2022-01-09,2022-01-14,Standard Class,CUS-7777,Paul Smith V,Home Office,Cleveland,Ohio,Central,Technology,Copiers,Canon Copier,269.17,5,0.0,37.66
ORD-2022-02345,2022-08-19,2022-08-22,First Class,CUS-7445,Thomas Rodriguez X,Corporate,Rochester,Minnesota,Central,Furniture,Tables,Conference Table,68.31,5,0.3,-12.33
ORD-2022-02346,2022-09-21,2022-09-26,Standard Class,CUS-5799,William Robinson M,Corporate,New Orleans,Louisiana,South,Furniture,Bookcases,Stackable Bookcase,920.07,1,0.0,204.99
ORD-2023-02347,2023-05-01,2023-05-06,Standard Class,CUS-1286,Richard Gonzalez,Home Office,Madison,Wisconsin,Central,Office Supplies,Paper,Legal Pads,86.07,2,0.0,12.02
ORD-2023-02348,2023-03-02,2023-03-05,First Class,CUS-8832,Matthew Taylor C,Consumer,Rochester,Minnesota,Central,Office Supplies,Labels,Address Labels,50.65,1,0.0,26.94
ORD-2023-02349,2023-08-15,2023-08-17,First Class,CUS-9828,Charles Jones D,Consumer,Los Angeles,California,West,Technology,Phones,Desk Phone,892.55,4,0.0,273.33
ORD-2023-02350,2023-08-25,2023-08-30,Standard Class,CUS-9659,Matthew Smith B,Corporate,Salem,Oregon,West,Furniture,Furnishings,Picture Frame,279.53,3,0.0,80.0
ORD-2022-02351,2022-12-10,2022-12-14,Second Class,CUS-9635,Christopher Garcia D,Consumer,Nashville,Tennessee,South,Technology,Copiers,Ricoh Copier,1555.6,9,0.0,428.96
ORD-2023-02352,2023-01-23,2023-01-30,Standard Class,CUS-1334,Dorothy Hill K,Corporate,Nashville,Tennessee,South,Furniture,Chairs,Executive Office Chair,501.29,2,0.0,46.07
ORD-2023-02353,2023-01-23,2023-01-30,Standard Class,CUS-5799,William Robinson M,Consumer,Houston,Texas,Central,Office Supplies,Art,Colored Pencils,174.51,4,0.3,16.74
ORD-2023-02354,2023-11-09,2023-11-14,Second Class,CUS-4459,Jennifer Harris S,Corporate,Virginia Beach,Virginia,East,Technology,Phones,Google Pixel,223.39,11,0.2,22.26
ORD-2022-02355,2022-05-13,2022-05-16,Second Class,CUS-5843,Margaret Scott E,Consumer,Detroit,Michigan,Central,Office Supplies,Binders,3-Ring Binder,332.89,1,0.3,28.36
ORD-2022-02356,2022-03-08,2022-03-14,Standard Class,CUS-3376,Joseph Rodriguez C,Corporate,Saint Paul,Minnesota,Central,Office Supplies,Binders,3-Ring Binder,124.48,2,0.0,38.73
ORD-2022-02357,2022-04-09,2022-04-15,Standard Class,CUS-6356,Sarah Jones J,Consumer,Dallas,Texas,Central,Office Supplies,Fasteners,Rubber Bands,93.96,10,0.1,-8.56
ORD-2022-02358,2022-11-22,2022-11-27,Standard Class,CUS-1979,Paul Wright,Corporate,Rochester,New York,East,Office Supplies,Binders,3-Ring Binder,184.07,6,0.0,25.66
ORD-2022-02359,2022-08-04,2022-08-11,Standard Class,CUS-8932,Emily Ramirez A,Consumer,Shreveport,Louisiana,South,Furniture,Chairs,Executive Office Chair,92.36,1,0.1,13.21
ORD-2023-02360,2023-08-21,2023-08-28,Standard Class,CUS-9920,Kimberly Anderson O,Home Office,Milwaukee,Wisconsin,Central,Technology,Machines,Brother Inkjet Printer,710.68,2,0.0,197.38
ORD-2023-02361,2023-11-25,2023-11-30,Second Class,CUS-9953,Lisa Johnson S,Consumer,Cincinnati,Ohio,Central,Furniture,Furnishings,Desk Lamp,218.24,6,0.1,18.14
ORD-2023-02362,2023-09-05,2023-09-12,Standard Class,CUS-9953,Lisa Johnson S,Consumer,Henderson,Nevada,West,Technology,Machines,HP LaserJet Printer,173.67,1,0.1,37.73
ORD-2022-02363,2022-03-07,2022-03-14,Standard Class,CUS-9659,Matthew Smith B,Home Office,Indianapolis,Indiana,Central,Office Supplies,Paper,Legal Pads,29.88,8,0.1,-5.29
ORD-2022-02364,2022-06-01,2022-06-05,Second Class,CUS-2741,Ashley Martinez F,Corporate,Richmond,Virginia,East,Technology,Phones,Wireless Headset,1248.19,5,0.0,209.02
ORD-2023-02365,2023-03-12,2023-03-18,Standard Class,CUS-9828,Charles Jones D,Consumer,Memphis,Tennessee,South,Office Supplies,Envelopes,Manila Envelopes,61.05,3,0.1,4.36
ORD-2023-02366,2023-07-10,2023-07-15,Standard Class,CUS-2221,Joshua Hernandez K,Corporate,Jacksonville,Florida,South,Technology,Accessories,Monitor Stand,1748.1,2,0.2,98.17
ORD-2022-02367,2022-08-15,2022-08-18,Second Class,CUS-9183,Donald Clark F,Consumer,Saint Paul,Minnesota,Central,Technology,Copiers,Canon Copier,333.84,1,0.0,95.59
ORD-2023-02368,2023-03-28,2023-04-03,Standard Class,CUS-7643,Michael Miller,Home Office,Minneapolis,Minnesota,Central,Technology,Copiers,Canon Copier,104.61,2,0.0,14.96
ORD-2023-02369,2023-08-01,2023-08-08,Standard Class,CUS-6356,Sarah Jones J,Consumer,Denver,Colorado,West,Office Supplies,Binders,Folder Set,51.68,1,0.15,-0.59
ORD-2023-02370,2023-01-21,2023-01-28,Standard Class,CUS-0205,Karen Martin,Corporate,Fort Worth,Texas,Central,Technology,Machines,Desktop Computer,1101.92,3,0.1,68.32
ORD-2023-02371,2023-02-26,2023-03-03,Second Class,CUS-5799,William Robinson M,Corporate,Fort Wayne,Indiana,Central,Technology,Machines,Desktop Computer,361.93,4,0.1,71.39
ORD-2023-02372,2023-12-17,2023-12-22,Standard Class,CUS-5168,Emily Walker L,Consumer,New Orleans,Louisiana,South,Technology,Phones,Desk Phone,429.68,4,0.0,62.39
ORD-2022-02373,2022-03-28,2022-04-04,Standard Class,CUS-2352,Patricia Hernandez A,Consumer,Chicago,Illinois,Central,Furniture,Tables,Folding Table,347.79,2,0.0,82.28
ORD-2023-02374,2023-12-01,2023-12-02,Same Day,CUS-1904,Emily Sanchez B,Consumer,Springfield,Massachusetts,East,Office Supplies,Labels,Name Tags,245.2,1,0.3,3.45
ORD-2022-02375,2022-01-12,2022-01-17,Standard Class,CUS-7159,Andrew Garcia E,Home Office,Mesa,Arizona,West,Technology,Accessories,USB Hub,1002.32,3,0.1,163.5
ORD-2022-02376,2022-08-25,2022-08-31,Standard Class,CUS-4281,Emily Wright I,Consumer,Charlotte,North Carolina,South,Furniture,Tables,Round Table,1218.69,1,0.0,380.49
ORD-2023-02377,2023-04-24,2023-05-01,Standard Class,CUS-6844,Kimberly Scott,Consumer,Birmingham,Alabama,South,Technology,Copiers,Xerox Machine,384.32,1,0.0,15.18
ORD-2023-02378,2023-03-03,2023-03-08,Standard Class,CUS-4235,Lisa Moore P,Corporate,Rochester,Minnesota,Central,Office Supplies,Fasteners,Binder Clips,34.96,1,0.1,-10.55
ORD-2022-02379,2022-06-06,2022-06-13,Standard Class,CUS-2352,Patricia Hernandez A,Corporate,Sacramento,California,West,Office Supplies,Art,Markers Set,90.69,11,0.0,5.88
ORD-2022-02380,2022-08-15,2022-08-20,Standard Class,CUS-3686,Jessica Nguyen T,Consumer,Tucson,Arizona,West,Furniture,Bookcases,5-Shelf Bookcase,471.04,3,0.0,160.53
ORD-2023-02381,2023-11-12,2023-11-17,Second Class,CUS-4610,Patricia Sanchez L,Consumer,Newark,New Jersey,East,Office Supplies,Paper,Copy Paper,75.92,2,0.0,10.63
ORD-2023-02382,2023-02-28,2023-03-05,Standard Class,CUS-9329,Betty Rodriguez B,Consumer,Columbus,Ohio,Central,Furniture,Bookcases,Corner Bookcase,142.29,1,0.0,3.45
ORD-2023-02383,2023-06-04,2023-06-10,Standard Class,CUS-0211,Lisa Perez,Corporate,Birmingham,Alabama,South,Furniture,Tables,Standing Desk,503.59,3,0.0,159.74
ORD-2023-02384,2023-02-15,2023-02-20,Standard Class,CUS-8849,Donna Flores,Corporate,Reno,Nevada,West,Furniture,Tables,Conference Table,294.32,3,0.3,13.92
ORD-2023-02385,2023-06-11,2023-06-14,First Class,CUS-7017,Susan Torres T,Consumer,Jersey City,New Jersey,East,Technology,Phones,Google Pixel,526.12,1,0.2,-8.61
ORD-2023-02386,2023-10-10,2023-10-13,First Class,CUS-2065,John Jones,Corporate,Denver,Colorado,West,Technology,Copiers,Ricoh Copier,363.17,7,0.1,68.96
ORD-2023-02387,2023-04-21,2023-04-25,Second Class,CUS-4107,Joseph Anderson,Consumer,Naperville,Illinois,Central,Technology,Machines,All-in-One Printer,426.23,2,0.15,10.43
ORD-2023-02388,2023-10-28,2023-11-04,Standard Class,CUS-5131,Christopher Flores Z,Consumer,Springfield,Illinois,Central,Technology,Copiers,Sharp Copier,318.07,2,0.3,40.12
ORD-2023-02389,2023-09-11,2023-09-17,Standard Class,CUS-6286,Joshua Lee Z,Home Office,Virginia Beach,Virginia,East,Furniture,Furnishings,Coat Rack,779.68,1,0.15,31.94
ORD-2023-02390,2023-10-08,2023-10-11,First Class,CUS-3445,Linda Johnson A,Consumer,San Antonio,Texas,Central,Office Supplies,Paper,Copy Paper,375.71,3,0.0,58.02
ORD-2022-02391,2022-05-08,2022-05-15,Standard Class,CUS-5548,Jennifer Young F,Corporate,Worcester,Massachusetts,East,Furniture,Bookcases,5-Shelf Bookcase,87.34,3,0.15,18.92
ORD-2023-02392,2023-06-13,2023-06-16,Second Class,CUS-9659,Matthew Smith B,Home Office,Shreveport,Louisiana,South,Furniture,Chairs,Ergonomic Mesh Chair,181.84,1,0.0,72.73
ORD-2022-02393,2022-03-12,2022-03-18,Standard Class,CUS-8265,Joseph Jones X,Home Office,San Francisco,California,West,Furniture,Chairs,Executive Office Chair,92.42,2,0.3,8.63
ORD-2022-02394,2022-06-08,2022-06-15,Standard Class,CUS-9376,Joshua Hill,Corporate,Austin,Texas,Central,Office Supplies,Fasteners,Paper Clips,75.06,3,0.0,16.81
ORD-2023-02395,2023-09-07,2023-09-14,Standard Class,CUS-6334,Daniel Thompson,Consumer,Baltimore,Maryland,East,Furniture,Tables,Round Table,357.8,5,0.15,14.94
ORD-2023-02396,2023-07-24,2023-07-28,Second Class,CUS-8625,James Taylor R,Consumer,Baton Rouge,Louisiana,South,Furniture,Furnishings,Desk Lamp,119.94,1,0.1,17.75
ORD-2023-02397,2023-04-08,2023-04-13,Standard Class,CUS-3115,Matthew Moore N,Consumer,Richmond,Virginia,East,Technology,Phones,Desk Phone,245.14,1,0.3,14.09
ORD-2023-02398,2023-04-17,2023-04-20,First Class,CUS-1545,Paul Thomas L,Consumer,Atlanta,Georgia,South,Office Supplies,Supplies,Push Pins,56.55,4,0.1,29.83
ORD-2023-02399,2023-07-04,2023-07-07,Second Class,CUS-8283,Andrew Torres,Consumer,Green Bay,Wisconsin,Central,Technology,Copiers,Ricoh Copier,604.93,1,0.3,-5.53
ORD-2022-02400,2022-05-04,2022-05-07,First Class,CUS-8127,Jessica Thomas,Corporate,Denver,Colorado,West,Technology,Machines,Brother Inkjet Printer,541.73,1,0.0,146.14
ORD-2022-02401,2022-02-11,2022-02-14,Second Class,CUS-9219,Susan Sanchez Z,Home Office,Stamford,Connecticut,East,Furniture,Tables,Standing Desk,171.78,1,0.1,39.2
ORD-2023-02402,2023-07-15,2023-07-18,Second Class,CUS-2155,Jennifer Thomas W,Home Office,Green Bay,Wisconsin,Central,Office Supplies,Binders,Folder Set,145.43,2,0.0,16.92
ORD-2022-02403,2022-10-03,2022-10-09,Standard Class,CUS-2352,Patricia Hernandez A,Corporate,Cleveland,Ohio,Central,Technology,Copiers,Sharp Copier,430.23,5,0.15,122.22
ORD-2023-02404,2023-07-13,2023-07-19,Standard Class,CUS-9659,Matthew Smith B,Home Office,Tampa,Florida,South,Furniture,Chairs,Folding Chair,307.79,8,0.0,61.94
ORD-2023-02405,2023-03-03,2023-03-07,Second Class,CUS-2529,Michael Ramirez H,Corporate,Springfield,Massachusetts,East,Technology,Copiers,Xerox Machine,1563.87,3,0.0,289.73
ORD-2023-02406,2023-03-06,2023-03-12,Standard Class,CUS-7110,Lisa Davis O,Corporate,Rockville,Maryland,East,Technology,Machines,HP LaserJet Printer,1198.14,1,0.3,55.37
ORD-2023-02407,2023-11-09,2023-11-14,Standard Class,CUS-5322,Anthony Anderson L,Corporate,Nashville,Tennessee,South,Office Supplies,Fasteners,Rubber Bands,58.03,1,0.0,0.34
